"","Case","Record type","Case stage","Case before","Filing party","Document date","Filing date","Filing number","Document reference","Original language","Number of pages","File size","Langue Document","Titre","URL"
"230","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Prosecution","05-06-2018","05-06-2018","F3679","STL-11-01/T/TC/F3679/20180605/R310209-R310223/EN/dm","English","15","950.85 KB","ENGLISH","Prosecution Response to “Sabra Defence Request for Provision of Material Related to Michael Taylor”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180605-F3679-PUBLIC-OTP-Resp-Sabra-Req-Filed-EN-Web.pdf"
"231","Ayyash et al. (STL-11-01)","Motion","Trial","Trial chamber","Prosecution","04-06-2018","04-06-2018","F3674","STL-11-01/T/TC/F3674/COR/PRV/20180604/R310178-R310199/EN/dm","English","22","1.47 MB","ENGLISH","Public Redacted Version of Corrected Version of “Prosecution Motion for Partial Reconsideration of the Decision”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180604-F3674-PUBLIC-PRV-COR-OTP-Mot-Part-Recons-Filed-EN-Web.pdf"
"232","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","04-06-2018","04-06-2018","F3677","STL-11-01/T/TC/F3677/20180604/R310200-R310204/EN/dm","English","5","401.79 KB","ENGLISH","Decision Dismissing Oneissi Defence Application to Reconsider the Trial Chamber's Order to Provide a Summary of Facts of Mr Jamil El-Sayyed's Expected Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180604-F3677-PUBLIC-Dec-Dismis-Oneissi-App-Recon-Filed-EN-Web.pdf"
"233","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","04-06-2018","18-12-2018","F3677","STL-11-01/T/TC/F3677/20181218/R321665-R321669/EN-FR/af","English","5","450.12 KB","FRANÇAIS","Decision Dismissing Oneissi Defence Application to Reconsider the Trial Chamber's Order to Provide a Summary of Facts of Mr Jamil El-Sayyed's Expected Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20181218-F3677-PUBLIC-Dec-Dismis-Oneissi-App-Recon-EN-FR-Web.pdf"
"234","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","04-06-2018","02-05-2019","F3677","STL-11-01/T/TC/F3677/20190502/R322771-R322776/EN-AR/mb","English","6","2.18 MB","عربي","Decision Dismissing Oneissi Defence Application to Reconsider the Trial Chamber's Order to Provide a Summary of Facts of Mr Jamil El-Sayyed's Expected Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20190502-F3677-PUBLIC-Dec-Dismis-Oneissi-App-Recon-EN-AR-Web.pdf"
"235","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Counsel","01-06-2018","01-06-2018","F3676","STL-11-01/T/TC/F3676/20180601/R310155-R310157/EN/dm","English","3","253.27 KB","ENGLISH","Defence for Hussein Hassan Oneissi Witness Schedule for the Week Commencing 4 June 2018","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180601-F3676-PUBLIC-Oneissi-Witness-Sched-4June2018-Filed-EN-Web.pdf"
"236","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Prosecution","30-05-2018","30-05-2018","F3675","STL-11-01/T/TC/F3675/20180530/R310103-R310104/EN/dm","English","2","165.65 KB","ENGLISH","Prosecution’s Response to the Oneissi Defence Request for Reconsideration of the Order to Provide a Summary of Facts of Mr. Jamil El Sayyed’s Expected Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180530-F3675-PUBLIC-OTP-Resp-Oneissi-Req-Filed-EN-Web.pdf"
"237","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Counsel","28-05-2018","28-05-2018","F3672","STL-11-01/T/TC/F3672/20180528/R310001-R310002/EN/dm","English","2","175.67 KB","ENGLISH","Summary of Facts of General El Sayed’s Expected Testimony pursuant to the Trial Chamber Scheduling Order dated 16 May 2018","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180528-F3672-PUBLIC-Oneissi-Sumamry-Facts-Filed-EN-Web.pdf"
"238","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Counsel","28-05-2018","28-05-2018","F3672","STL-11-01/T/TC/F3672/A01/20180528/R310003-R310007/EN/dm","English","5","354.62 KB","ANNEX A","Summary of Facts of General El Sayed’s Expected Testimony pursuant to the Trial Chamber Scheduling Order dated 16 May 2018","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180528-F3672-PUBLIC-A01-Oneissi-Sumamry-Facts-Filed-EN-Web.pdf"
"239","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","24-05-2018","24-05-2018","F3671","STL-11-01/T/TC/F3671/20180524/R309921-R309929/FR/dm","Français","9","665.82 KB","FRANÇAIS","Request for Reconsideration of the Order Issued to the Oneissi Defence to Provide a Summary of the Facts on which General El Sayed will be Called to Testify","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180524-F3671-PUBLIC-Oneissi-Req-Filed-FR-Web.pdf"
"240","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","24-05-2018","28-06-2018","F3671","STL-11-01/T/TC/F3671/20180628/R310827-R310835/FR-EN/af","Français","9","632.89 KB","ENGLISH","Request for Reconsideration of the Order Issued to the Oneissi Defence to Provide a Summary of the Facts on which General El Sayed will be Called to Testify","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180628-F3671-PUBLIC-Oneissi-Req-FR-EN-Web.pdf"
"241","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Prosecution","23-05-2018","23-05-2018","F3670","STL-11-01/T/TC/F3670/20180523/R309818-R309831/EN/dm","English","14","1.04 MB","ENGLISH","Prosecution Response to “Sabra Defence Request Pursuant to Rule 165 in Relation to PRH230”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180523-F3670-PUBLIC-OTP-Resp-Sabra-Req-PRH230-Filed-EN-Web.pdf"
"242","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","22-05-2018","22-05-2018","F3667","STL-11-01/T/TC/F3667/20180522/R309736-R309746/EN/dm","English","11","907.41 KB","ENGLISH","Sabra Defence Request for Provision of Material Related to Michael Taylor","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180522-F3667-PUBLIC-Sabra-Req-Prov-Mat-Web.pdf"
"243","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","22-05-2018","22-05-2018","F3667","STL-11-01/T/TC/F3667/A01/PRV/20180522/R309759-R309762/EN/dm","English","4","302.42 KB","ANNEX A","Sabra Defence Request for Provision of Material Related to Michael Taylor","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180522-F3667-PUBLIC-PRV-A01-Sabra-Req-Prov-Mat-Web.pdf"
"244","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","22-05-2018","22-05-2018","F3667","STL-11-01/T/TC/F3667/A02/PRV/20180522/R309763-R309764/EN/dm","English","2","125.3 KB","ANNEX B","Sabra Defence Request for Provision of Material Related to Michael Taylor","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180522-F3667-PUBLIC-PRV-A02-Sabra-Req-Prov-Mat-Web.pdf"
"245","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","22-05-2018","22-05-2018","F3667","STL-11-01/T/TC/F3667/A03/PRV/20180522/R309765-R309768/EN/dm","English","4","290.77 KB","ANNEX C","Sabra Defence Request for Provision of Material Related to Michael Taylor","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180522-F3667-PUBLIC-PRV-A03-Sabra-Req-Prov-Mat-Web.pdf"
"246","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","22-05-2018","22-05-2018","F3667","STL-11-01/T/TC/F3667/A03/PRV/20180522/R309765-R309768/EN/dm","English","4","290.77 KB","ANNEX C","Sabra Defence Request for Provision of Material Related to Michael Taylor","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180522-F3667-PUBLIC-PRV-A03-Sabra-Req-Prov-Mat-Web.pdf"
"247","Ayyash et al. (STL-11-01)","Request","Trial","Trial chamber","Counsel","17-05-2018","17-05-2018","F3650","STL-11-01/T/TC/F3650/A05/PRV/20180517/R309704-R309706/EN/AR/dm","English","3","159.97 KB","ENGLISH","Public Redacted Version of Annex E to the Defence for Hussein Hassan Oneissi Request for Amendments to the Rule 128 Witness and Exhibit Lists and for the Admission of Documents Used by DHO-001","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180517-F3650-PUBLIC-PRV-A05-Oneissi-Req-Amend-R128-WitnDHO001-Web.pdf"
"248","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","16-05-2018","16-05-2018","F3665","STL-11-01/T/TC/F3665/20180516/R309599-R309605/EN/dm","English","7","595.42 KB","ENGLISH","Order to the Oneissi Defence to Provide a Summary of Facts of Mr Jamil El-Sayyed's Expected Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180516-F3665-PUBLIC-TC-Order-Oneissi-Prov-Sum-Facts-El-Sayyed-Web.pdf"
"249","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","16-05-2018","29-10-2018","F3665","STL-11-01/T/TC/F3665/20181029/R320808-R320814/EN-FR/dm","English","7","662.83 KB","FRANÇAIS","Order to the Oneissi Defence to Provide a Summary of Facts of Mr Jamil El-Sayyed's Expected Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20181029-F3665-PUBLIC-TC-Order-Oneissi-Prov-Sum-Facts-El-Sayyed-EN-FR-Web.pdf"
"250","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","16-05-2018","30-05-2019","F3665","STL-11-01/T/TC/F3665/20190530/R322864-R322870/EN-AR/mb","English","7","2.98 MB","عربي","Order to the Oneissi Defence to Provide a Summary of Facts of Mr Jamil El-Sayyed's Expected Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20190530-F3665-PUBLIC-TC-Order-Oneissi-Prov-Sum-Facts-El-Sayyed-EN-AR-Web.pdf"
"251","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","14-05-2018",NA,NA,NA,"English","4","120.17 KB","ENGLISH","Decision Allowing the Oneissi Defence to Amend its Witness and Exhibit Lists and Admitting into Evidence Ten Witness Statements and Material Relied Upon in Professor Sporer's Expert Report","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180514-DECISION-ALLOWING-ONEISSI-AMEND-WITNESS-EXHIBIT-ADMITTING-EVIDENCE-10WITNESS-STATEMENTS-MATERIAL-SPORER-EXPERT-REPORT-EN.pdf"
"252","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","14-05-2018",NA,NA,NA,"English","4","185.18 KB","FRANÇAIS","Decision Allowing the Oneissi Defence to Amend its Witness and Exhibit Lists and Admitting into Evidence Ten Witness Statements and Material Relied Upon in Professor Sporer's Expert Report","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180514-DECISION-ALLOWING-ONEISSI-AMEND-WITNESS-EXHIBIT-ADMITTING-EVIDENCE-10WITNESS-STATEMENTS-MATERIAL-SPORER-EXPERT-REPORT-FR.pdf"
"253","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","14-05-2018",NA,NA,NA,"English","4","417.85 KB","عربي","Decision Allowing the Oneissi Defence to Amend its Witness and Exhibit Lists and Admitting into Evidence Ten Witness Statements and Material Relied Upon in Professor Sporer's Expert Report","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180514-DECISION-ALLOWING-ONEISSI-AMEND-WITNESS-EXHIBIT-ADMITTING-EVIDENCE-10WITNESS-STATEMENTS-MATERIAL-SPORER-EXPERT-REPORT-AR.pdf"
"254","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","14-05-2018","14-05-2018","F3664","STL-11-01/T/TC/F3664/20180514/R309542-R309544/EN/dm","English","3","277.26 KB","ENGLISH","Order Suspending the Scheduling Order for Final Trial Briefs and Closing Arguments","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180514-F3664-PUBLIC-TC-Orde-Susp-Sched-Order-Web.pdf"
"255","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","14-05-2018","16-08-2018","F3664","STL-11-01/T/TC/F3664/20180816/R316352-R316354/EN-AR/dm","English","3","1.38 MB","عربي","Order Suspending the Scheduling Order for Final Trial Briefs and Closing Arguments","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180816-F3664-PUBLIC-TC-Orde-Susp-Sched-Order-EN-AR-Web.pdf"
"256","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","14-05-2018","18-12-2018","F3664","STL-11-01/T/TC/F3664/20181218/R321662-R321664/EN-FR/af","English","3","280.66 KB","FRANÇAIS","Order Suspending the Scheduling Order for Final Trial Briefs and Closing Arguments","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20181218-F3664-PUBLIC-TC-Orde-Susp-Sched-Order-EN-FR-Web.pdf"
"257","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","14-05-2018","14-05-2018","F3663","STL-11-01/T/TC/F3663/20180514/R309537-R309541/EN/dm","English","5","437.33 KB","ENGLISH","Decision Dismissing the Oneissi Defence Application to Reclassify Its Second Updated Witness List as Public","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180514-F3663-PUBLIC-TC-Dec-Dism-Oneissi-App-Web.pdf"
"258","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","14-05-2018","21-08-2018","F3663","STL-11-01/T/TC/F3663/20180821/R316430-R316434/EN-AR/af","English","5","2.31 MB","عربي","Decision Dismissing the Oneissi Defence Application to Reclassify Its Second Updated Witness List as Public","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180821-F3663-PUBLIC-TC-Dec-Dism-Oneissi-App-EN-AR-Web.pdf"
"259","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","14-05-2018","14-03-2019","F3663","STL-11-01/T/TC/F3663/20190314/R322526-R322530/EN-FR/af","English","5","481.99 KB","FRANÇAIS","Decision Dismissing the Oneissi Defence Application to Reclassify Its Second Updated Witness List as Public","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20190314-F3663-PUBLIC-TC-Dec-Dism-Oneissi-App-EN-FR-Web.pdf"
"260","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","14-05-2018","14-05-2018","F3662","STL-11-01/T/TC/F3662/20180514/R309525-R309536/EN/dm","English","12","427.7 KB","ENGLISH","Decision Denying Certification to Appeal Decision under Rule 167 Not to Acquit Hussein Hassan Oneissi and to Stay the Trial - With a Short Separate Opinion of Judge David Re","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180514-F3662-PUBLIC-TC-Dec-Deny-Cert-Oneissi-Web.pdf"
"261","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","14-05-2018","26-07-2018","F3662","STL-11-01/T/TC/F3662/20180726/R312674-R312687/EN-AR/dm","English","14","5.6 MB","عربي","Decision Denying Certification to Appeal Decision under Rule 167 Not to Acquit Hussein Hassan Oneissi and to Stay the Trial - With a Short Separate Opinion of Judge David Re","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180726-F3662-PUBLIC-TC-Dec-Deny-Cert-Oneissi-EN-AR-Web.pdf"
"262","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Prosecution","14-05-2018","14-05-2018","F3661","STL-11-01/T/TC/F3661/20180514/R309522-R309524/EN/dm","English","3","230.39 KB","ENGLISH","Prosecution Response to Oneissi Defence “Observations de la Défense en réponse à l’Ordonnance portant calendrier delivrée par le Juge Rapporteur le 8 mai 2018”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180514-F3661-PUBLIC-OTP-Resp-Oneissi-Obser-Web.pdf"
"263","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","11-05-2018","11-05-2018","F3658","STL-11-01/T/TC/F3658/20180511/R309478-R309483/EN/dm","English","6","414.91 KB","ENGLISH","Decision Admitting into Evidence Revised Exhibit 5D171 Marked for Identification","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180511-F3658-PUBLIC-TC-Dec-Admit-Evid-5D171-MRI-Web.pdf"
"264","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","11-05-2018","10-10-2018","F3658","STL-11-01/T/TC/F3658/20181010/R320146-R320151/EN-AR/af","English","6","2.08 MB","عربي","Decision Admitting into Evidence Revised Exhibit 5D171 Marked for Identification","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20181010-F3658-PUBLIC-TC-Dec-Admit-Evid-5D171-MRI-EN-AR-Web.pdf"
"265","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","11-05-2018","05-04-2019","F3658","STL-11-01/T/TC/F3658/20190405/R322656-R322661/EN-FR/mb","English","6","470.76 KB","FRANÇAIS","Decision Admitting into Evidence Revised Exhibit 5D171 Marked for Identification","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20190405-F3658-PUBLIC-TC-Dec-Admit-Evid-5D171-MRI-EN-FR-Web.pdf"
"266","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Counsel","11-05-2018","11-05-2018","F3657","STL-11-01/T/TC/F3657/20180511/R309475-R309477/EN/dm","English","3","229.96 KB","ENGLISH","Defence for Hussein Hassan Oneissi Witness Schedule for the Week Commencing 14 May 2018","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180511-F3657-PUBLIC-Oneissi-Witness-Schedule-Web.pdf"
"267","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Registry","10-05-2018","10-05-2018","F3655","STL-11-01/T/TC/F3655/20180510/R309465-R309466/EN/dm","English","2","183.12 KB","ENGLISH","Certificate (re F3629 & F3646)","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180510-F3655-PUBLIC-Reg-Cert-re-F3629-F3646-EN-Web.pdf"
"268","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Counsel","10-05-2018","10-05-2018","F3656","STL-11-01/T/TC/F3656/20180510/R309467-R309474/FR/dm","Français","8","652.69 KB","FRANÇAIS","Defence Observations in Response to the Scheduling Order Issued by the Presiding Judge on 8 May 2018","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180510-F3656-PUBLIC-Oneissi-Observ-FR-Web.pdf"
"269","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Counsel","10-05-2018","09-07-2018","F3656","STL-11-01/T/TC/F3656/20180703/R311058-R311065/FR-EN/af","Français","8","610.75 KB","ENGLISH","Defence Observations in Response to the Scheduling Order Issued by the Presiding Judge on 8 May 2018","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180703-F3656-PUBLIC-Oneissi-Observ-FR-EN-Web.pdf"
"270","Ayyash et al. (STL-11-01)","Submission","Trial","Trial chamber","Counsel","09-05-2018","09-05-2018","F3654","STL-11-01/T/TC/F3654/20180509/R309441-R309442/EN/nc","English","2","151.28 KB","ENGLISH","Provision of Amended Annex A Pursuant to ""Order to Sabra Defence to Provide Information on the Relevance and Probative Value of 20 Intended Rule 165 Witness Statements""","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180509-F3654-PUBLIC-Sabra-Provi-Amend-AnnexA-F3653-EN-Web.pdf"
"271","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","08-05-2018","08-05-2018","F3653","STL-11-01/T/TC/F3653/20180508/R309438-R309440/EN/nc","English","3","204.48 KB","ENGLISH","Order to Sabra Defence to Provide Information on the Relevance and Probative Value of 20 Intended Rule 165 Witness Statements","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180508-F3653-PUBLIC-TC-Order-Sabra-Info-Relev-Probat-Value-20-R165-Witn-Stat-EN-Web.pdf"
"272","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","08-05-2018","13-06-2018","F3653","STL-11-01/T/TC/F3653/20180613/R310413-R310415/EN-AR/dm","English","3","1.19 MB","عربي","Order to Sabra Defence to Provide Information on the Relevance and Probative Value of 20 Intended Rule 165 Witness Statements","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20180613-F3653-PUBLIC-PRES-Order-Sabra-Info-Relev-Probat-Value-20-R165-Witn-Stat-EN-AR-Web.pdf"
